name,primary_type,mobile,website,address,rating,reviews,maps_url
SGS Innovation (Branch Office),general_contractor,8826025915,http://www.sgsinnovation.com/,"DLF Phase 2, Sector 25, Gurugram, Shahpur, Haryana 122002, India",4.2,5,https://maps.google.com/?cid=13008185067161996096&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naveen dyer/dyes Delhi,laundry,9821884509,,"Plot no-117,khasra no-630, ghitorni enclave pahadi via, Zero Number Rd, Anand Gram, Ghitorni, New Delhi, Delhi 110030, India",5,5,https://maps.google.com/?cid=4945450462267962596&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HORIZON8 Builders & Consultants Pvt. Ltd.,general_contractor,9667880736,https://horizon8.in/,"N-3/38, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.2,5,https://maps.google.com/?cid=16096755526299138357&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hii Style Furniture,furniture_store,9999665133,http://www.hiistylefurniture.com/,"Cyber Hub, Dlf Cyber City, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",1,5,https://maps.google.com/?cid=16552462455033943147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mafatlal Industries limited,store,8484849378,,"2nd Floor, Plot, no 225, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.6,5,https://maps.google.com/?cid=14119072966804054392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Durga Auto Center,car_repair,8800768581,,"Shanker chowk, pillar no. 91, N-10, near mukesh dhaba, behind building, N.H 10, Sector 25, Gurugram, Haryana 122002, India",4.2,5,https://maps.google.com/?cid=10490088979591514109&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Under The Dryer | Hair · Beauty · Care,beauty_salon,9654625324,https://www.underthedryer.co.in/,"LG-8, Maulsari Arcade, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.2,5,https://maps.google.com/?cid=919008247387799976&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TENON PRIME,service,8130950950,,"458, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",5,5,https://maps.google.com/?cid=15237821726836264414&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaklo chaap DLF,food_court,8585959589,,"Chaklo chaap DLF, The National Media Centre, Sector 24, Gurugram, Haryana 122022, India",5,5,https://maps.google.com/?cid=1530384221294239772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Emergency Hospital Gurugram | 24/7 Ambulance Service | Narayana Hospital, Gurugram",service,8062154161,https://www.narayanahealth.org/ocaapp/doctors/gurugram/critical-care-medicine/?utm_source=Googlemaps&utm_medium=GMB,"Block - V, DLF Phase - III, Plot 3201, Lane Number V-37, Nathupur, Sector 24, Gurugram, Haryana 122010, India",5,5,https://maps.google.com/?cid=7508041364423160979&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
IB Teach,educational_institution,9289325337,https://www.ibteach.com/,"DLF Forum, Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",5,5,https://maps.google.com/?cid=8433248951685584222&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
IMT Alumni Association,non_profit_organization,8178375310,http://www.imtalumni.com/,"796, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",5,5,https://maps.google.com/?cid=1886149839441983198&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Dr. Sonal Ghose | Surgeon | Narayana Hospital, Gurugram",doctor,8066046035,https://www.narayanahealth.org/ocaapp/doctors/gurugram/general-surgery/?utm_source=Googlemaps&utm_medium=GMB,"Block - V, Plot 3201, DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122016, India",5,5,https://maps.google.com/?cid=2254338376238574963&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BLPS CONSULTANT PVT LTD.,service,9953264477,http://blpsconsultant.com/,"409, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122001, India",4.2,5,https://maps.google.com/?cid=8150843754100380492&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ENVEE OPTIX GURUGRAM AMBIENCE MALL,medical_clinic,9810187685,,"G33W+XQH, Delhi - Ajmer Hwy, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.2,5,https://maps.google.com/?cid=2764024268336868044&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Priority Cargo India Pvt.Ltd | Packers And Movers Sector 42,transportation_service,9319576700,https://prioritycargoindia.com/,"Shop No 16, Sector 42, Gurugram, Haryana 122009, India",5,4,https://maps.google.com/?cid=4313732479599635538&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Priyanka Choudhary - Home Visit Doctor & General Physician - Kyno Health,doctor,9953104104,https://www.kynohealth.com/book-doctor/step-1?utm_source=google&utm_medium=gmb+doctor&utm_campaign=doctor,"Rd 42J, Sector 42, Gurugram, Haryana 122009, India",5,4,https://maps.google.com/?cid=15886161557664946550&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
360Craft,service,7559713757,http://360craft.in/,"5519, DLF Phase IV, Gurugram, Haryana 122009, India",4.8,4,https://maps.google.com/?cid=16482883745175479788&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modern Homes India,general_contractor,9999997821,http://www.modernhomesindia.in/,"Aster Avenue, Galleria Boulevard, DLF Phase IV, Gurugram, Haryana 122009, India",4.8,4,https://maps.google.com/?cid=14235962959723869772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jha's kitchen tiffin service,meal_delivery,9810760073,https://www.instagram.com/jhas_kitchen008,"Golf Course Rd, Gurugram, Haryana 122022, India",5,4,https://maps.google.com/?cid=17578733850676375420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Avidion Softwares Pvt. Ltd,service,9896584099,https://www.avidion.ai/,"676, Sector 42 Main Rd, Sector 42, Gurugram, Haryana 122011, India",5,4,https://maps.google.com/?cid=14654188639112548354&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PhysiofyMe,physiotherapist,8448662326,,"Phase 2, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",5,4,https://maps.google.com/?cid=9236127287951317504&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fairbuild - Design N' Build Studio,service,9310014398,http://www.fairbuild.co.in/,"7, Bodhi Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=10724974019992761454&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"EduVouchers - Official PTE, GRE, TOEFL, IELTS, DUOLINGO Exam Vouchers in India",consultant,9266808333,https://eduvouchers.com/,"5th Floor, DLF Two Horizon Centre, Block E, DLF Phase 1, 5, Gurugram, Haryana 122002, India",4.8,4,https://maps.google.com/?cid=11248619161448353822&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FORMIS,manufacturer,9311960160,https://www.heyformis.com/,"02, 2nd Floor, FORMIS BASECAMP, Block H, 37, Arjun Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=9672624917424503461&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Graphicosmos Digital marketing agency in Gurgaon,service,9311755300,https://graphicosmos.in/,"34, Arjun Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122001, India",5,4,https://maps.google.com/?cid=7106572162187818553&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Rajat Chopra - Neurologist,medical_clinic,8692022346,https://neurocareclinic.inspiroxindia.in/,"194 - P, Sector 27, Gurugram, Haryana 122009, India",5,4,https://maps.google.com/?cid=1435035673661894981&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SM Hydra Farana Hydraulic Crane Service Gurgaon,service,8506964748,https://smcraneservice.online/,"DLF Phase 1, Plot No. 167, Hamilton Ct Rd, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4,4,https://maps.google.com/?cid=13288097755743085214&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
POOLA WOOD CARVING,furniture_store,6309041298,,"SHOP NO 1, PARK, NEAR, Leisure Valley Rd, Sector 29, Gurugram, Haryana 122009, India",4.8,4,https://maps.google.com/?cid=15338908095972378356&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
New Khaira Tpt. Gurgaon,transportation_service,9795116767,http://www.newkhaira.com/,"375, Sector 29, Gurugram, Haryana 122009, India",5,4,https://maps.google.com/?cid=4594713968755679490&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
God spa,massage_spa,9354247250,,"Sushant shopping arcade gate no 1 second floor, G 227, G-Block, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.5,4,https://maps.google.com/?cid=11163711240140834383&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NK EMBROIDERY,service,9810553786,,"SHOP NUMBER, 10, KAILASH MARKET, Ambedkar Colony, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=11599482183672084250&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Needh Design Studio,service,6005176168,https://needhdesignstudio.com/,"FIRST FLOOR, B14/29, Paschim Marg, Block B, Sector 26A, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=12192079788435331093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nail Spa by Gurpreet,corporate_office,9350461370,http://www.nailspaindia.com/,"B 11/8, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=9902891889473155607&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Apollo 24|7 Lab Test | Blood Test | Near Me | DLF Phase 1 | Home Collection | Gurugram,medical_clinic,8048851037,https://www.apollo247.com/lab-tests-city/gurgaon,"Shop No. C/3, DLF Qutub Plaza, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.5,4,https://maps.google.com/?cid=2386375125418754741&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subway Airtel Office,sandwich_shop,8796144773,https://subway.in/,"Airtel Office Building, Plot No. 16, Udyog Vihar, Phase 4, Sector 26A, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=17041918529281286832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Blue Sapphire Lex Chambers (Advocates & Solicitors),consultant,9810535958,https://www.bluesapphirelexchambers.co/,"G 16/22, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=18343203877958432456&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GY Digital,service,9873396676,https://yadavgaurav.com/,"58, Basement, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=7928066651945088173&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FLEX UNISEX GYM,gym,9899988916,,"Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=4398404001648883908&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ajay Singh,grocery_store,9999384169,,"F3FP+G8W, NH 48, near numberdar house, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",4.8,4,https://maps.google.com/?cid=3906367493295308800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DOOARS CAFE & RESTURANT,chinese_restaurant,9650857201,,"House No.248, Gali No. 5, Sector 28, chakkarur, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=6358934414269229683&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Essel Stationery Store,store,9810126099,,"Shop no.6 , Essel Towers Shopping Complex, Essel Towers Mehrauli-Gurgaon Road Indian Airlines Pilots Society, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=9573809899282068747&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Auto King Agency,car_repair,9212167409,,"Nambardar Market, A-46 St, opposite P.G, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",2.8,4,https://maps.google.com/?cid=1843794838653739658&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ashu Sofa Emporium,manufacturer,9113126995,,"A-45/30, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",4,4,https://maps.google.com/?cid=9752416187147054420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
EVAS Properties,service,9999145949,https://evasproperties.com/?utm_source=Google&utm_medium=GMB,"Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.5,4,https://maps.google.com/?cid=764309590046042412&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Smartbox,shipping_service,8882760760,https://smartbox.in/,"Gali Number 4, Model Town, Sector 11, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4.5,4,https://maps.google.com/?cid=5510930688858380724&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vinay Tea Stall,tea_store,9643181115,,"Shop No 1, Metro Station, behind Mehrauli-Gurgaon Road, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4,4,https://maps.google.com/?cid=18341055371373755477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AHAMYO- PHYSIOTHERAPY | DIET/NUTRITION | MENTAL WELLNESS,medical_clinic,9560264949,https://www.ahamyo.com/,"SAHARA GRACE CONDOMINIUM, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=9532051148040850517&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Wordwave,service,7292080529,http://ai.wordwave.in/,"L - 27/12, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.3,4,https://maps.google.com/?cid=16827868008898493786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maruti Electricals,service,9810144483,,"Gangania Complex, Mehrauli-Gurgaon Rd, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=344762192420369817&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
WHSmith Store,department_store,7042403337,https://www.whsmithindia.com/,"Guru Dronacharya Metro Station, GE/K/-PD-2, Unpaid Area, Gate 1 Guru Dronacharya, Sikanderpur, Sector 26, Gurugram, Haryana 122010, India",3.3,4,https://maps.google.com/?cid=18343594559356649043&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Goel Marble House,supplier,9811314956,https://goelmarbles.com/,"plot no 25, Arjan Garh, Aya Nagar, Gurugram, Haryana 122002, India",4,4,https://maps.google.com/?cid=15106186820942178550&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Om Sai Furniture,furniture_store,9899727975,,"Aya Nagar Crossing, M.G.Road, Near Arjan Garh Metro Station, Pillar No. 191, Aya Nagar, New Delhi, Delhi 110047, India",3,4,https://maps.google.com/?cid=11525007089158541016&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shivansh mobile accessories shop,,9899991004,,"Arjangargh Metro station, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4.8,4,https://maps.google.com/?cid=16676325553745533763&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vijay General Store,general_store,8851203515,,"Shop No 01, Sector 18, F3Pc+8C8, Lane Number 6, Sarhaul, Gurugram Delhi NCR, Sector 18, Gurugram, Haryana 122015, India",3.3,4,https://maps.google.com/?cid=1232548838949168209&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MS Furniture,manufacturer,7042553588,,"Furniture Market, in front of flyover, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",2,4,https://maps.google.com/?cid=8156816982408259629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medy Win Pharmacy,pharmacy,7840033213,,"Shop No. 206, Banjara Gali Village Sarhaul, Sector 18, Gurugram, NCR, Sarhaul, Sector 18, Region, Gurugram, Haryana 122015, India",5,4,https://maps.google.com/?cid=5922787716160613021&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Spoonful of Soul,restaurant,9891360400,,"27, Nathupur Rd, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4,4,https://maps.google.com/?cid=18071696742919501001&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Guild Hotel,hotel,9643040849,,"F3RM+3G7, M-11, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",3.5,4,https://maps.google.com/?cid=730384196592624772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Achievers,general_contractor,9810110168,http://www.achieversindia.net/,"7 A, Jacaranda Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4,4,https://maps.google.com/?cid=16611169020385796782&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medzone Diagnostic,hospital,8882604678,,"5, N-12 Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",2,4,https://maps.google.com/?cid=4781848822049814043&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Converge Electronics Trading (India) Private Limited,,7204957933,http://www.converge.com/,"15th Floor, Building 5, Tower B, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",4.5,4,https://maps.google.com/?cid=11420460945717264668&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sk Tea Stall,tea_store,9810963677,,"F3QR+RX5, near Sikenderpur Matro Nathupur, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=17656211459894773712&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Delhi 6 Cafe,restaurant,9034007427,,"Shop 101, Stop & Shop market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.8,4,https://maps.google.com/?cid=4865618936576156460&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Folkroom Inc.,service,9910439090,http://folkroom.in/,"Incuspaze, Plot No 17 Maruti, Phase-4, Phase IV, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",5,4,https://maps.google.com/?cid=3920321656843202145&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Admya Infotech,service,8506947372,http://www.admyainfotech.com/,"3, U-42 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.5,4,https://maps.google.com/?cid=17722107214613442954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
City Like Tailor,tailor,9999132408,,"House No, 766, नया मोहल्ला मार्ग, Balveer Market, U Block, Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.5,4,https://maps.google.com/?cid=10375778050555806853&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Priti General Store,general_store,9971188541,,"T 29/10, Dlf Phase 3 Sofia Apartments, Hanuman Mandir, Nathupur, Sector 24, Gurugram, Haryana 122002, India",2.8,4,https://maps.google.com/?cid=17273081238165988890&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AMK Properties,real_estate_agency,9810577988,,"31, Ground Floor, Siris Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=3639577119752408770&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shree Jee knitwear pvt ltd,service,9953441262,,"Plot no 131, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.5,4,https://maps.google.com/?cid=12477886290115800750&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Seitz India Pvt Ltd,corporate_office,9911919858,,"191, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",3.5,4,https://maps.google.com/?cid=3033969528124969714&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BuildUP WorkSpaces,corporate_office,7428390838,,"190, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",5,4,https://maps.google.com/?cid=8861778173983779266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Visuals Frame,service,9821201649,https://visuals-frame.grexa.site/,"DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=10663199668509033004&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fluence India,,9003136464,http://fluenceindia.in/,"7th Floor, Building no, 8B, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=442049164819316705&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Agilus Diagnostics – Pink Town House, Gurugram",medical_clinic,8510085050,https://agilusdiagnostics.com/,"Shop No-4,U-25/31A,Ganga Appartment,Pink Town House, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=18023191607415693185&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Creationist Technovations pvt ltd,building_materials_store,9311494800,,"436, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",2.8,4,https://maps.google.com/?cid=1837771511890151117&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Edge Business Solutions Private Limited,service,9811292956,,"4th floor, AIHP Tower, 249 G, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",5,4,https://maps.google.com/?cid=16583663012594269658&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Brawn Globus,corporate_office,8470000200,https://www.brawnglobus.com/,"W12, 3, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4,4,https://maps.google.com/?cid=15022902924826187042&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
