name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Maxfort Sikanderpur Metro,guest_house,HIGH,,,,,"Q-3/8, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9350311322959396295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maya Appartments,lodging,HIGH,,,3.6,13,"House no, 46, Mata Wali Gali, near peer baba, VPO, DLF Phase 3, Nathupur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14758436384743548259&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mayank Chawla,tailor,MED,099997 08624,http://www.mayankchawla.co.in/,3.2,27,"Golf Course Rd, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11368754147938322590&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mb Marble Polish,manufacturer,LOW,,,,,"Dlf Phase 3 IN, near Rbs Hospital, U Block, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15582330123349617496&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mb Wood Work,manufacturer,LOW,,,,,"near Shani Temple, Sector 37, Maruti Udyog, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6544385570663967329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MCD Toll Plaza,toll_station,LOW,,,2.9,1879,"521, Jaipur - Delhi Expy, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=370689865562511556&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MD Sahajad Auto,food_court,HIGH,089492 71955,,3,1,"Shop No.22, Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2478207192834006617&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MD. Nasim Khan Electrical Works,electrician,LOW,,,5,7,"Plot No. 131, near Jangra Bazar, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13374518226909644581&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MDeRCM Solutions Private Limited,finance,MED,,https://mdercm.com/,5,25,"DLF Forum, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15865154423116371035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MDH EXPORT,,LOW,0124 400 4744,,4.9,23,"Plot No. 139, Phase-I, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1747513380405878522&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mechenex,chauffeur_service,MED,098215 99910,,,,"A-14/14 DLF City Ph-1, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=16969676167292726584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Med Town Medicos,pharmacy,MED,099994 49779,,3,1,"666, near Mother Dairy, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11322577511313721218&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medanta Mediclinic - Cybercity,medical_center,HIGH,0124 414 1472,https://www.medanta.org/,4.2,417,"Bldg No, 10C, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7674520908184201163&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medcyin - Health Checkup (Lab Test) | Online Doctor Consultation,corporate_office,MED,,https://www.medcyin.com/,,,"Forum, Cyber City, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15950476314556830780&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MEDICAL SHOP,pharmacy,MED,,,,,"122, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5412319491268804608&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medicon Group,corporate_office,MED,011 4503 8610,https://medicongroupindia.com/,4.6,11,"2nd Floor, 270, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4389165792591315598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medidect India - A Unit of Millennium Oncology India Private Limited,medical_clinic,LOW,098189 96776,https://www.medidect.com/,5,1,"Plot No. 112, 1st Floor, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3703405014121430501&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medview Diagnostics,medical_clinic,MED,072177 68678,http://www.medviewdiagnostics.in/,4.9,215,"153, Akashneem Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11683200384166940036&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MedWander Healthcare Private Limited,consultant,LOW,093504 83226,https://medwander.com/,5,3,"Plot 378-379, Udyog Vihar Phase 4 Rd, near nokia building, Electronic City, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=4709133706709528578&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medzone Diagnostic,hospital,HIGH,088826 04678,,2,4,"5, N-12 Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4781848822049814043&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meena Bazaar,womens_clothing_store,MED,,https://www.meenabazaar.com/,5,74,"425/1, Moulsari Ave, Sector 25a, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15226206671367292822&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meera Suites @ DLF 2 - Suite 2,lodging,HIGH,,,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4619519477155002468&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meesra,service,LOW,072104 99455,https://www.meesra.in/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1623651962380560511,5,18,"Office Number 27, The Bristol Hotel, Sikanderpur, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11391063803655773310&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meghana ji biri store,foot_care,LOW,,,,,"Shop,443, Vape, Shankar Chowk Rd, opposite Metro Station, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1467302066975743192&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meh india overseas,corporate_office,MED,,,3.3,3,"T 7, 7, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4401962651837483624&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mehandi Designer,body_art_service,LOW,,,5,3,"Y/10/36, Road No. T-11, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6465070106735182918&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mehendiratta Deepak,corporate_office,MED,098110 40115,,5,1,"Home V-11/43 Galli No 11, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5668442975420953448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mehta Stone Consortium,local_government_office,LOW,,http://mehtastoneconsortium.com/,3.7,6,"Bldg no 7, 7, DLF City Phase 3 Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15450417289926097060&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Memorial Day Sales,corporate_office,MED,,,,,"Building number 9, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=323913924285011198&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Men At Work Decorators,general_contractor,LOW,098915 07773,,4.8,18,"Nambardar Market, Sahara Grace, society Road, behind Sahara Mall, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10862157082281544651&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mens grooming - waxing - body scrub,beautician,LOW,099106 63250,,4.5,28,"U 44/39, Rd Number 44, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=466876022044553587&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Merazuddin Taxi Wale,taxi_service,LOW,099689 96503,,5,1,"Shop No 0, 3, Block H, DLF Phase 2, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4912774659885236224&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Mercedes-Benz, Global Star, Gurugram Showroom & Service",car_dealer,MED,099713 00600,https://mercedes-benz-india-locator.com/global-star-haryana/mercedes-benz-global-star-gurugram-showroom-service-mercedes-benz-dealer-sector-20-udyoga-vihar-gurugram-559006/Home?utm_source=locator&utm_medium=googleplaces,5,58,"88, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5634254620531048060&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mesar Realtors Pvt Ltd,real_estate_agency,MED,,,,,"148, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10665809482574942140&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metalman Auto Limited,manufacturer,LOW,0161 469 6666,,2,1,"E 127 Ludhiana, Phase IV-A, D Block, Focal Point, Ludhiana, New Delhi, Punjab 110097, India",https://maps.google.com/?cid=5683261500750928039&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metalman Auto Limited (Corporate Office),corporate_office,MED,0240 665 2444,http://www.metalmanauto.com/,4.2,66,"1st Floor, JMK Tower, 44/5, NH8, D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=3455887889100301670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metro Ambulance Service,service,LOW,,,5,1,"F3VQ+3R2, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6192776900650060694&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metro Hair Cutting Saloon,hair_salon,HIGH,091366 93752,,4,1,"Shop, Street No. 1, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17118814320311760797&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metro Valley Business Park Private Limited,corporate_office,MED,,http://www.metrovalley.in/,5,1,"Street Number 55, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6543788875874029332&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metropolis Labs | Blood Test & Diagnostic Centre in DLF Phase 3,medical_lab,LOW,011 4119 4344,https://www.metropolisindia.com/labs/,,,"GROUND FLOOR, PINK TOWN HOUSE, 20, U-25 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9668303352288527592&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metropolis Labs | Blood Test & Diagnostic Centre in DLF Phase 3,medical_clinic,LOW,011 4119 4344,https://www.metropolisindia.com/labs/,,,"GROUND FLOOR, U-25, Pink Town House Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5128771810436136447&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MG Motor Cargo Motors Service Center,car_repair,MED,092894 38920,https://dealers.mgmotor.co.in/gurugram/mg-motor-india-car-dealer-service-center-in-gurgaon-gurugram,3.9,105,"Plot No. GP 31, near SBI Bank and ICICI Bank, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14045334540550187111&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
mh236138,lodging,HIGH,,,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9550915630217528769&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
mh245038,lodging,HIGH,,https://www.campaya.co.uk/mh245038,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1054409278863516449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Micromax Informatics Ltd,corporate_office,MED,,https://www.micromaxinfo.com/,4,44,"Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=687511130823923173&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MIDNIGHT HUNGER 24x7,fast_food_restaurant,HIGH,,,4,96,"A4/36, Street No. 1, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=4919977432735919253&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Midnight Rider,fast_food_restaurant,HIGH,097115 38340,,4,29,"V23/1-2, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=502434890569820150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Milo Drive Hub,transportation_service,LOW,092179 80022,https://milodrive.com/,3.9,7,"Udyog Vihar, K-9, Sector 18, Sarhol, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=496001546482114405&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MIMAKI INDIA PRIVATE LIMITED,,LOW,,http://india.mimaki.com/,3.6,74,"Ground Floor - Plot No 378, 379, 5, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1785256876253106235&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mimzzy Khiangte,association_or_organization,LOW,,,,,"F3JX+G8W, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6869715670474236724&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
mini shopping online,car_dealer,MED,020 8603 9990,https://www.mini.in/en_IN/home/footer/contact-us.html,,,"F3QQ+WHJ, N-11, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=851936054040220219&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mintu ice deepo,supplier,LOW,082858 63256,,,,"Hanuman chowk, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10554425563178600688&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Minzo,car_wash,MED,093119 58535,http://minzokaro.com/,,,"P3/56, P-3, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18278433153206323605&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mirae Asset Sharekhan - Authorised Partner,finance,MED,080 6417 1454,https://stockbroker-branch.sharekhan.com/mirae-asset-sharekhan-authorised-partner-brightmoon-capital-private-limited-stock-broker-sector-27-gurugram-545428/Home?utm_source=locator&utm_medium=googleplaces,,,"No 494, Lower Ground Floor, near Gas Godown, Nathuram Market, Sector 28, Chakkarpur, Sector 27, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=9615146921638597674&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mishcon Global Capability Centre,corporate_office,MED,,https://www.mishcongcc.com/,5,3,"Mishcon Global Capability Centre, 16th Floor, DLF Downtown 4, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13031469814717003710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mishra Opticals,store,MED,099106 54599,,,,"C3/13, Galli No 30, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=3920187158104221820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Miss Margarita (Gurugram),mexican_restaurant,HIGH,092206 91966,,4,139,"Ground Floor, Unit-8, Global Gateway Towers, Sikanderpur, A Virendra Gram, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=186536808833177545&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MISTIC HOTELS,hotel,HIGH,,,,,"PLOT NO 27, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14553716822508856627&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mithlesh Kunj (Gupta's),condominium_complex,LOW,,,3,2,"L-22/10, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5773760172348941657&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mithlesh yadav Electrician,service,LOW,095078 97178,https://call.whatsapp.com/video/3U7chpqauL3nvZKtQPutKJ,5,8,"2/73, Block H, Virendra Gram, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13955571205370321506&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mitsubishi Electric India Private Limited,manufacturer,MED,0124 673 9300,https://www.mitsubishielectric.in/,4.3,118,"3rd Floor, Global Gateway Tower A, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10051434585976850946&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mjöl Bake House,cafe,HIGH,099539 09226,,4.5,324,"Ground Floor, TOWER-A, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4740528216294227490&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mk Enterprises,car_repair,MED,099903 47056,,5,1,"Shop No. 3, Jawala Mill, Dundahera Village, Sector 22, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8657776715152007512&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MK Main Power Supplier,,LOW,088822 34214,,5,1,"G37J+G2R Vats Printing Press And Complex, 1055, near PNB Bank, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4578485767803698355&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mktg Labs,service,LOW,076785 99609,https://mktglabs.in/,,,"Forum, Cyber City, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15665902100846483397&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MLH House,housing_complex,LOW,,,,,"1, Shahtoot Marg, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15359987694815227884&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MLK House,housing_complex,LOW,,,5,1,"1, Shahtoot Marg, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11911309824195922102&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MMTC-PAMP India Pvt. Ltd.,corporate_office,MED,0124 440 7200,https://www.mmtcpamp.com/?utm_source=headoffice_gmb&utm_medium=headoffice_maps&utm_campaign=headoffice_map_listing,3.8,73,"6th Floor, Global Gateway Towers, A, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9072705096292319809&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MN Hatcheries,,LOW,,http://ncdc.in/,4.2,25,"F3MF+RH4, Gurgaon - Delhi Expy, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5543267034115209539&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mochi Shoes,shoe_store,MED,0124 401 8349,https://store.mochishoes.com/mochi-shoes-shop-gurugram-haryana-gmm,4.7,184,"Shop No.53 To 56 Gr, MGF, MGF Metropolitan Mall, M.E.RD, Heritage City, Sector 25, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=8579783599210376506&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MOD AVENUE,hotel,HIGH,099119 99668,https://www.modhospitalitygroup.com/,4.6,461,"53, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1353275928496576162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MOD Masala by MOD avenue,restaurant,HIGH,099119 99668,,,,"53, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=12707186499284385903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modern Dance Classes,sports_school,LOW,,,2,4,"F3P9+33P, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15755279589051530745&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modern Dhara,clothing_store,MED,,,,,"Saraswati Vihar, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4435619409509407425&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modern Hi Tech Auto Products,corporate_office,MED,,,,,"5, Sub. Major Laxmi Chand Rd, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17318787122522325726&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modern Palmistry,astrologer,LOW,,,,,"U, 79/20, Ground Floor, Block H, DLF Phase 1, 3, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11574697802210648317&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modular Office Furniture,furniture_store,MED,083683 73714,http://www.modularfurnitureindia.com/,4.7,3,"G36P+773, Udyog Vihar II Rd, Udyog Vihar Phase 1, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12461063695655322079&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mohammad Clothes Store,clothing_store,MED,086024 03378,,,,"Shop Number 52, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12988548143521061373&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
