name,category,primary_type,mobile,website,address,rating,reviews,maps_url
EEST,restaurant,restaurant,7290013904,https://www.marriott.com/hotels/hotel-information/restaurant/details/delwi-the-westin-gurgaon-new-delhi/5968748/,"First floor, The Westin, 1, Mehrauli-Gurgaon Rd, above lobby level, Sector 29, Gurugram, New Delhi, Haryana 122002, India",4.3,328,https://maps.google.com/?cid=16219208140577068349&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Koaster BYOB,restaurant,bar_and_grill,9990905917,,"Peepal Chowk, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",3.9,293,https://maps.google.com/?cid=8545062311095087583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Empire,restaurant,bar,9015756778,https://www.socialgoat.in/nightlife/Delhi-NCR/outlet/Suburbia-The-Empire-MGF-Metropolitan-Mall,"Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122009, India",3.9,289,https://maps.google.com/?cid=8100147574535301581&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MISO,restaurant,korean_restaurant,9958813906,,"Unit 201D, Second Floor, Global Foyer Mall, Golf Course Rd, Sector 43, Gurugram, Haryana 122009, India",4.3,275,https://maps.google.com/?cid=9446178771227511533&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Eternal Oasis Gurugram,restaurant,cultural_center,7982883571,https://www.eternaloasis.org/,"Landmark, Eternal Oasis, 591A, Sector 42 Main Rd, opposite Shiv Nadar School, Sector 42, Gurugram, Haryana 122002, India",4.5,226,https://maps.google.com/?cid=13016546619902040687&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Green Chick Chop,restaurant,butcher_shop,9717333001,https://greenchickchopindia.com/,"Shop no 2,MG Road, 100m from Air Force Station, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4,192,https://maps.google.com/?cid=6788551894988555727&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Chai Point - Narayana Hospital, Gurugram",restaurant,cafe,8880141000,https://shop.chaipoint.com/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-chai-point,"No 3201, Narayana Hospital, Ground Floor Block V, DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.8,184,https://maps.google.com/?cid=2362160453426684230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Red Hot Café,restaurant,restaurant,9811837421,,"UG-1, Centre Point Mall, Sushant Lok Phase I, UG 1, near IFCCO Metro Station, Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4,179,https://maps.google.com/?cid=225329197280517838&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pragya Pizza Express,restaurant,food_court,6200359350,,"NH8, DLF Phase 2, Sector 18, Shahpur, Gurugram, Haryana 122015, India",5,177,https://maps.google.com/?cid=1720003481886901133&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mama Da Dhaba,restaurant,indian_restaurant,9968356886,,"Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",4.1,152,https://maps.google.com/?cid=11137089458498549806&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Harley's Ivory Lounge - Gurgaon,restaurant,bakery,7396940777,https://www.harleys.com/,"76 C, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.9,134,https://maps.google.com/?cid=1885947141153248516&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
not JUST paranthas,restaurant,restaurant,9811636780,https://www.notjustparanthas.in/,"Hamilton Ct Rd, Sector 28, DLF City IV, Gurugram, Haryana 122009, India",4.5,129,https://maps.google.com/?cid=14076025624771521933&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HENXS CAFE,restaurant,cafe,9310723545,,"Building, 18,19, Street, no - 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,129,https://maps.google.com/?cid=4124703520509674264&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Terrè,restaurant,bar_and_grill,9718122700,http://terre.co.in/,"Terrè, Hamilton Ct Rd, near Bestech Centre Point, Block A, near IFFICO Metro Station, Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.1,124,https://maps.google.com/?cid=7427866626214906869&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MYRA CAFE,restaurant,fast_food_restaurant,9650027127,http://myracafe.com/?utm_source=gmb&utm_medium=referral,"Sewa Corporate Park, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.8,119,https://maps.google.com/?cid=12599935626647080246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gulmi Kitchen,restaurant,restaurant,8851471661,,"V22/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.8,117,https://maps.google.com/?cid=2959184079607447948&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Karma- A Unit of Lockup,restaurant,restaurant,9582204219,,"F3MW+WC7, Mehrauli-Gurgaon Rd, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.8,116,https://maps.google.com/?cid=7926934873613503373&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kachori Kaka,restaurant,restaurant,8826000547,https://oldschoolfoods.in/,"Street No. 69, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,114,https://maps.google.com/?cid=15181974917113145164&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rajeshwari Events & Catering Services,restaurant,store,7006654906,https://rajeshwari-events-and-entertainment.my.canva.site/,"DLF Phase 3, cyberhub, Gurugram, Haryana 122002, India",4.3,96,https://maps.google.com/?cid=4297581033177205720&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Currynama by Seven Seas,restaurant,meal_delivery,8800994067,http://www.currynama.com/,"SHOP NO- 1, 2 & 3, FIRST FLOOR, NEO MART, VAKIL MARKET, KHASRA NO- 36/ 2/ 5, DLF PHASE- IV, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4.5,95,https://maps.google.com/?cid=8662832820432008668&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DingDing – Daily Meals,restaurant,meal_delivery,9752198673,https://www.dingdingdaily.com/,"18-19, Galli No. 15, nearby Address: Henxs Cafe, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.4,78,https://maps.google.com/?cid=18104836684162437191&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Sweet Space,restaurant,restaurant,7428224400,,"47, K-10, Phase I, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.9,75,https://maps.google.com/?cid=15922300211128414396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Belgian Waffle Co,restaurant,dessert_restaurant,8657937731,https://thebelgianwaffle.co/,"3rd Floor, Food court, MGF, MGF Metropolitan Mall, Mehrauli-Gurgaon Rd, Heritage City, Sector 25, Gurugram, Sarhol, Haryana 122009, India",4.7,72,https://maps.google.com/?cid=10131643066822836266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mughal Sarai (Authentic Mughlai),restaurant,north_indian_restaurant,8860644837,http://mugalsarai.dotpe.in/,"Club Essel Tower, Essel Towers, Mehrauli-Gurgaon Rd, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",4.5,68,https://maps.google.com/?cid=15180943864773972803&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Momo Magic Cafe,restaurant,restaurant,9266364482,https://momomagiccafe.in/outlets/,"Stop and Shop Complex, Basement Market, 106, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",5,63,https://maps.google.com/?cid=169476126636925160&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Wow! Momo,restaurant,restaurant,9147408699,https://restaurants.wowmomo.com/wow-momo-arjan-garh-metro-momo-restaurant-arjangarh-new-delhi-431722/Home?utm_source=locator&utm_medium=googleplaces,"Shop No 3, Outside Gate, 2, Metro Station, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4,55,https://maps.google.com/?cid=2888077930086015554&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MOJO Pizza - 2X Toppings,restaurant,pizza_restaurant,8068172526,https://eatclub.in/,"GROUND FLOOR, S 3, LOHIA MARKET, Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.7,55,https://maps.google.com/?cid=9545268695909348474&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subway Ambience Mall,restaurant,fast_food_restaurant,7303714346,https://subway.in/,"Ambience Mall 3, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.4,55,https://maps.google.com/?cid=1542245316527331220&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Ramen Project,restaurant,ramen_restaurant,9310725023,,"5, C-11 St, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,51,https://maps.google.com/?cid=7930449496266118396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
vaango,restaurant,vegetarian_restaurant,9660293729,,"Ambience Mall, NH 8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.2,40,https://maps.google.com/?cid=18088696838326647294&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
T.O.O.K The Olive Oil Kitchen,restaurant,mediterranean_restaurant,9654457626,,"2nd Floor,Vijay Complex, Vakil market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.5,37,https://maps.google.com/?cid=1480514838072136247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subway Arjangarh Metro Station,restaurant,sandwich_shop,9220448260,https://subway.in/,"Arjangarh Metro Station, Shop No 3, Gate No 2, Metro Station Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",3.8,36,https://maps.google.com/?cid=2029893872989415903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Belgian Waffle Co.,restaurant,dessert_restaurant,8657064363,https://thebelgianwaffle.co/,"SHOP NO.4, GATE NO.2, METRO STATION, Arjan Garh, CHANKYA PURI, New Delhi, Delhi 110010, India",4.1,35,https://maps.google.com/?cid=15811852494779085396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ENSO - Sourdough Pizza by Nomad - DLF 4,restaurant,pizza_restaurant,9654618566,http://nomadpizza.in/,"near Cafe Soul Garden, Chakarpur, Block C2, DLF Phase IV, Sector 43, Gurugram, Haryana 122009, India",3.1,33,https://maps.google.com/?cid=18325966955918553188&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Taco Bell,restaurant,restaurant,8448992836,https://www.tacobell.co.in/,"3rd Floor, Ambience Mall, NH 8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",1.8,31,https://maps.google.com/?cid=11964046786663401295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meerut walo ki mashoor shahi chicken biryani,restaurant,indian_restaurant,7291811582,http://chrome.com/,"Hamilton Ct Rd, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.4,30,https://maps.google.com/?cid=4523953622352933592&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Paper Chopsticks,restaurant,restaurant,9717073689,https://hawapani.fun/,"Shop no. 23, First Floor, Neo Mart, Vakil Market Chakkerpur, Near Zaigon restaurant, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.9,30,https://maps.google.com/?cid=4340966305258345972&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Midnight Rider,restaurant,fast_food_restaurant,9711538340,,"V23/1-2, V Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.1,30,https://maps.google.com/?cid=502434890569820150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FLAVORZ FOOD,restaurant,restaurant,9971906087,,"Shop No 2, U 21, 1, Galli No. 15, U Block, Nathupur, Sector 24, Gurugram, Haryana 122002, India",5,28,https://maps.google.com/?cid=16613193876155769763&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
My Biryani,restaurant,north_indian_restaurant,8448494085,,"Shop 211, Basement Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.3,26,https://maps.google.com/?cid=15496816004419152411&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Basil,restaurant,restaurant,8447722196,https://www.basil.health/,"Second floor, Food court, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",3.6,26,https://maps.google.com/?cid=12855083058714202376&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gaye Mata Ki Rasoi,restaurant,restaurant,7289927974,https://magicpin.in/Gurgaon/Sector-18/Restaurant/Gaye-Mata-Ki-Rasoi/store/3ac6b8/?utm_source=gbp,"Plot 1A, Lane 2, near Sector 17, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",2.9,24,https://maps.google.com/?cid=4652770177483581426&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Good Phat,restaurant,restaurant,9773870123,http://www.thegoodphat.in/,"Shop no.1, First Floor, Vakil (Neo) Market, Plot 36/2, DLF Phase 4, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4.8,23,https://maps.google.com/?cid=15793177895366124196&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Anna's Hut,restaurant,south_indian_restaurant,8368693202,https://magicpin.in/Gurgaon/Dlf-phase-3/Restaurant/The-annas-hut/store/a78967/?utm_source=gbp,"U-16/31, 32, near Yadav Properties, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.4,23,https://maps.google.com/?cid=15315028223252708110&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mala Akhbari,restaurant,north_indian_restaurant,9958570381,,"G33X+833, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.8,22,https://maps.google.com/?cid=3756720711401957664&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
abcoffee Sewa Corporate Park,restaurant,coffee_shop,9217844050,https://www.abcoffee.in/our-decks,"Ground Floor, 201A, Mehrauli-Gurgaon Rd, next to Kotak Bank Sewa Corporate Park, DLF Phase 2, Sector 25, Sarhol, Gurugram, Haryana 122002, India",4.8,20,https://maps.google.com/?cid=3871337248929542913&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Clarks Hotels and Resorts,restaurant,corporate_office,9205867733,https://www.theclarkshotels.com/?utm_source=google&utm_medium=organic,"Emaar Mgf Capital Tower, 707, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",4.6,18,https://maps.google.com/?cid=14935858074664973065&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Dilli BC - DLF Phase 4, Gurgaon",restaurant,north_indian_restaurant,9643007347,,"F39M+56W, Hamilton Ct Rd, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.1,17,https://maps.google.com/?cid=4774745102487236392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Yum Yum Cha,restaurant,asian_restaurant,9810002993,http://yumyumcha.in/,"Tuli House, 90, Phase IV, DLF Phase 2, Sector 24, Gurugram, Haryana 122015, India",4.4,17,https://maps.google.com/?cid=10879940551539383280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Taanvi Food Point,restaurant,restaurant,9654704978,https://www.lytmeals.in/vendor-details/Taanvi%20Food%20Point,"House Number 379, Village, near by Wine Shop, G Block, Nathupur, Sector 26, Gurugram, Haryana 122002, India",4.3,15,https://maps.google.com/?cid=3341980213700508335&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Village Cafe,restaurant,vegetarian_restaurant,9990008431,,"F3RQ+QF9, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",4.2,15,https://maps.google.com/?cid=8407938046647594875&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Qmono Express,restaurant,chinese_restaurant,9319615111,,"Sushant Market, 1, Sector 28, DLF City IV, Gurugram, Haryana 122002, India",4.1,14,https://maps.google.com/?cid=11554890387218583028&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tadka Rani,restaurant,indian_restaurant,9599520068,https://www.tadkarani.com/,"Shop No. 4&5, First Floor, Vakil (Neo) Market Plot 36/2, DLF Phase 4, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",3.6,14,https://maps.google.com/?cid=9099295549613997424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Grandmas's Kitchen,restaurant,fast_food_restaurant,9953280323,,"16, 26, Behind RBS, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",1.9,14,https://maps.google.com/?cid=8906701713814816345&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shake Shack Co.,restaurant,fast_food_restaurant,9354355514,,"Shop L4, B-747B, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.8,13,https://maps.google.com/?cid=5791683479694972169&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pasta tales,restaurant,italian_restaurant,7428072365,https://pastatales.dotpe.in/order,"1126, Lotus Villas, Sector 28, DLF City IV, Gurugram, Haryana 122009, India",3.8,13,https://maps.google.com/?cid=10072561531721959566&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Seven Burgers,restaurant,restaurant,9218019720,https://sevenburgers.in/,"Shop No-1,2&3, First floor, Khasra No-36, Neo Mart, Vakil market, 2/5, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.2,13,https://maps.google.com/?cid=15005592366280333246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OMI by Aldott,restaurant,restaurant,8800887353,https://www.thealdott.com/,"5th Floor, The Aldott, 81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4,13,https://maps.google.com/?cid=774273037069650918&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jeetu Paratha corner sector 29 gurugram,restaurant,fast_food_restaurant,9999598408,https://www.instagram.com/jeetu_paratha_corner1?igsh=MTY0N3drZzFsOHlzaw==,"CNG Pump Entrance, Metro Station Iffco Chowk, MF Husain Marg, near HUDA City Center, Sector 29, Gurugram, Haryana 122009, India",4.7,12,https://maps.google.com/?cid=16969041165405523420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Salt & Pepper,restaurant,grocery_store,9810038720,https://saltandpepper.co.in/,"Ridgewood Estate, Dlf Phase Iv Gurugram,behind Supermart 2 DLF Phase IV, Sector 43 Sushant Lok Phase 3-122001, DLF Phase IV, Gurugram, Haryana 122001, India",4.6,12,https://maps.google.com/?cid=1920236768738871361&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Spice Club,restaurant,restaurant,9891018986,,"1ST FLOOR CLUB, Essel Towers, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",5,12,https://maps.google.com/?cid=9233948482811207219&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Arisii DT4,restaurant,restaurant,7042512002,,"HK-3, Ambience Island, Down Town-4, Sector 24, Gurugram, Haryana 122002, India",4,12,https://maps.google.com/?cid=5004256387125957809&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jai Shiv Dhaba,restaurant,indian_restaurant,8750338452,,"9, M-11A, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.4,11,https://maps.google.com/?cid=7964702866282748134&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MCBC - Meal Combo Box Company,restaurant,restaurant,9625555105,https://order.mcbc.ing/,"Shop No. 4&5, First Floor, Vakil (Neo) Market Plot 36/2, DLF Phase 4, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4.4,9,https://maps.google.com/?cid=14004035433691811&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CHINESE LIVE COUNTER,restaurant,chinese_restaurant,9521570040,,"U 51/1, near Yadav property, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,9,https://maps.google.com/?cid=7154305169687778505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Uttarakhand Bohra Bhojnalaya,restaurant,restaurant,9999702972,,"Shop No 01, Sarol, Siemens, NCR, Maruti Udyog, Sector 18, Gurugram, Region, Haryana 122015, India",3.9,7,https://maps.google.com/?cid=5780538983442817139&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Sassy Kitchen,restaurant,restaurant,7290015756,,"House No, 2725, Sector 28, DLF Phase IV, Gurugram, Haryana 122002, India",5,5,https://maps.google.com/?cid=10430135835414800560&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaklo chaap DLF,restaurant,food_court,8585959589,,"Chaklo chaap DLF, The National Media Centre, Sector 24, Gurugram, Haryana 122022, India",5,5,https://maps.google.com/?cid=1530384221294239772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Jha's kitchen tiffin service,restaurant,meal_delivery,9810760073,https://www.instagram.com/jhas_kitchen008,"Golf Course Rd, Gurugram, Haryana 122022, India",5,4,https://maps.google.com/?cid=17578733850676375420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subway Airtel Office,restaurant,sandwich_shop,8796144773,https://subway.in/,"Airtel Office Building, Plot No. 16, Udyog Vihar, Phase 4, Sector 26A, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=17041918529281286832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DOOARS CAFE & RESTURANT,restaurant,chinese_restaurant,9650857201,,"House No.248, Gali No. 5, Sector 28, chakkarur, Gurugram, Haryana 122002, India",5,4,https://maps.google.com/?cid=6358934414269229683&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Spoonful of Soul,restaurant,restaurant,9891360400,,"27, Nathupur Rd, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4,4,https://maps.google.com/?cid=18071696742919501001&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Delhi 6 Cafe,restaurant,restaurant,9034007427,,"Shop 101, Stop & Shop market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.8,4,https://maps.google.com/?cid=4865618936576156460&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
