name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Dr. Bilal Khan - Best Pediatrician in Gurugram | NH,health,MED,8067506842,https://www.narayanahealth.org/c/gurugram/paediatric-medicine/dr-bilal-khan,5,1,"IDPL Twp, Nathupur, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=18088551233779952859&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Dr. Sonal Ghose | Surgeon | Narayana Hospital, Gurugram",doctor,MED,8066046035,https://www.narayanahealth.org/ocaapp/doctors/gurugram/general-surgery/?utm_source=Googlemaps&utm_medium=GMB,,,"Block - V, Plot 3201, DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2254338376238574963&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Sunil Sekhri,medical_clinic,MED,9810702715,https://www.eka.care/doctor/sunil-sekhri,3.4,27,"B 302, The IVY, A Block, Sushant Lok Phase I, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6973562495236398002&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Dr. Vikas Gupta| Paediatric Cardiology | Narayana Hospital, Gurugram",doctor,MED,8062154227,https://www.narayanahealth.org/c/gurugram/cardiology-paediatrics/dr-vikas-gupta,5,4,"Block - V, DLF Phase - III, Plot 3201, Lane Number V-37, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10981921524012044906&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Vimal's Physiotherapy & Sports Injury Clinic,physiotherapist,MED,9873075117,http://www.drvimal.com/,5,80,"M-13, 1 F, DLF Phase 2, DLF City, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7229678378585650284&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Durga Auto Center,car_repair,MED,8800768581,,4.2,5,"Shanker chowk, pillar no. 91, N-10, near mukesh dhaba, behind building, N.H 10, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10490088979591514109&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Durga Automobile,car_repair,MED,9818561919,,4.4,7,"5, Dlf Phase-3, Near, NH-8, opposite National Medi Center, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16928075880210131694&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Eco Wash,car_wash,MED,8448317962,,5,2,"F3QV+PXX, Galli Number 62, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=16550255854136862077&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
EcoAspire,corporate_office,MED,9999127840,http://ecoaspire.in/,,,"Uday Bhan Building, Old Delhi Gurugram Rd, IDPL Twp, Sector 22A, Kapas Hera, Delhi, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5413116133148244551&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Eleco Healthcare,store,MED,9136452048,,,,"Plot No. 265, 266, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3662886434201470973&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ElectionJeeto,corporate_office,MED,9250804353,,,,"1678, P-3, Housing Board Colony, Floor, Sector 10A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15855780364317459925&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Enamor Exclusive Store - MGF Metropolitan Mall, Gurugram",womens_clothing_store,MED,7682881840,https://www.enamor.co.in/,4.8,59,"1st Floor, MGF Metropolitan Mall, Metro Station, No. 34, near Mehrauli-Gurgaon Road, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13564911011522551752&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ENVEE OPTIX GURUGRAM AMBIENCE MALL,medical_clinic,MED,9810187685,,3.2,5,"G33W+XQH, Delhi - Ajmer Hwy, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2764024268336868044&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Epoch Elder Care - Vermeer,health,MED,7996182777,https://www.epocheldercare.com/our-homes/delhi-ncr,4.2,45,"H - 34/16, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=292474202540318235&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Etchcraft Emporium - Personalised Accessories,store,MED,9818151452,https://etchcraftemporium.in/,4.4,22,"Unit no. 22, C, DLF Cyber Park, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17049821341218238605&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ethara AI,corporate_office,MED,9205602138,https://www.ethara.ai/,4.5,15,"5th Floor, Plot no 273, Udyog Vihar II Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10685533800269638320&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"EVAS Properties | Property Dealer in DLF Phase 1, Gurgaon",service,MED,9999145949,https://evasproperties.com/?utm_source=Google&utm_medium=GMB,4.5,4,"Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=764309590046042412&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
EVOLVE BRANDS - Loyalty Solutions Company,corporate_office,MED,9717157974,https://www.evolvebrands.com/,4.5,49,"4th Floor, G S Tower, Plot no. 112, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8943595930328071677&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ExcelDes Architects & Interior Designers,general_contractor,MED,9873577619,https://exceldes.com/best-luxury-interior-designers-in-gurgaon/,5,16,"146, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7862708578924014315&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FARDEEN STORE,clothing_store,MED,8630635107,,,,"Shop No 55, Gate No 1, Dronacharya Metro Station, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6395305245895408420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FASHION POINT,clothing_store,MED,9810379337,,,,"Shop No.4, near by C-dot, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9353943715415168330&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
First Remedy Office,pharmacy,MED,9033302482,https://www.firstremedy.in/,5,2,"Tag Tower, First REMEDY Pharmacy & Wellness, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9814286658026413528&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fiza Enterprises,furniture_store,MED,9891417872,,1,1,"Shop No. 4, Mehrauli-Gurugram Road, Garden Estate, Nathupur, Sector 24, 122002, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=14590224401168719359&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Footprints: Play School & Day Care Creche in Udyog Vihar Phase-III, Gurgaon",preschool,MED,7406222118,https://www.footprintseducation.in/pre-school-daycare-udyog-vihar-phase-3-gurgaon?utm_campaign=udyog-vihar-phase-3-gurgaon&utm_source=Google_Business_Listings&source=Google_Business_Listings&utm_medium=GBL,,,"AIHP CYBER GREENS II, Plot nos. 484-485, Udyog Vihar Phase III, near Wipro Limited, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12776747900325836383&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FREEGST,corporate_office,MED,9511332919,,,,"F3HX+85M, H-33 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18224980812666820578&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Frontier Group Corporate Office,car_dealer,MED,9711614372,https://www.frontiergroup.co.in/,5,6,"3rd & 4th Floor, A 14/14, Golf Course Rd, opp. Dt Mega Mall, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17727970251338370657&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fusion,corporate_office,MED,9818368680,http://fcindia.com/,4.4,24,"2nd Floor, Plot no. 283, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9765601767810732059&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
G m home,electronics_store,MED,9811076997,,3,1,"1357, Maruti Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17083827612703613555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GaadiFix,car_repair,MED,9811272574,https://gaadifix.in/,2.6,56,"Cybiz Centre, 309-310, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17853428190405824147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gagan Solutions,general_store,MED,9711692234,,,,"Shop No-1, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13356300471405406392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ganesh Bhagat Cosmetics Shop,clothing_store,MED,9818573834,,3.8,4,"Shop.No 2sikandarpur, Pillar No.63, Matro Stetion, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9270967197122618910&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ganesh Tea Stall,tea_store,MED,9318384449,,2.3,4,"Shop No 1, near Airtel Bilding, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14435468787101032138&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Garg Stationary,store,MED,9910318629,,5,1,"PLOT NO, 343 A, Udyog Vihar Phase 3 Rd, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=4968100333741185450&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gati Packers And Movers Gurgaon,transportation_service,MED,8368765097,https://ajitlalabhai-star.github.io/gatipackerandmovers/#,5,5,"Shop No 11, Lane Number V-40, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5260075162752320868&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gaurangi Jewels,jewelry_store,MED,7678668024,,5,1,"34, Poorvi Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8157865654560250728&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gaurav general Store,general_store,MED,9953308220,https://www.facebook.com/share/1JCLKwhDrf/,4.9,11,"Sikanderpur, DLF Phase 1, Sector 26, Sikanderpur Ghosi, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3002176933111277657&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Genex Travel Solutions Private Limited,travel_agency,MED,8800041325,https://genextravels.com/,5,57,"AIHP Tower, 249-G, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=18428068104231054418&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GETWELL CLINIC,doctor,MED,8826644594,,5,89,"Chodhari Mange Ram Apartment, Samdhi Sthal Road Nathupur Dlf Phase 3, Near Mother Dairy, Gurugram, NCR, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=16009708159212573178&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GKB Production,store,MED,7011331148,,4.9,34,"834 B, 2nd Floor, near Yadav chopal, behind MG Road, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8006164773989060951&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Glam Fashion,clothing_store,MED,9891417534,,5,7,"Vasant Complex, 117/369, Old Delhi Gurugram Rd, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14559960172524883956&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Glamour Glitz Gurugram,jewelry_store,MED,9871385709,http://glamourglitz.in/,5,2,"3, K-4, DLF Phase 2, Sector 25, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=8851064733826549007&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Global Gateway Tower A7flor,corporate_office,MED,9151822122,http://www.unitechgroup.com/,4.3,92,"3rd floor, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15348010742816735020&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
God Bless Hospital,pharmacy,MED,8130989917,,4.8,5,"Plot No-5, Nathupur Rd, near Samadhi Sdthal, Block A, Sector 26a, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12888021910544503199&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GoMechanic Luxe - Select Autocare,car_repair,MED,9319926699,https://srd1.onelink.me/7EYj/GMB,5,1,"IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=593102055229817814&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Govt Girls Primary School,primary_school,MED,6180105601,,,,"F3VX+264, Balveer Market, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4216121602720535977&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GoWork,coworking_space,MED,8880851000,http://goworkindia.com/,4.1,552,"108, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2201818298373649093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GUARDINI | FINEST CLEANING SERVICES FOR YOUR PREMIUM GARMENT AND ACCESSORIES,laundry,MED,8743000914,https://www.guardini.in/,3.9,8,"centre, LG-24, DLF City, Metro Station, Mehrauli-Gurgaon Rd, next to Appeal, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2457894460447440251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GUARDINI | FINEST CLEANING SERVICES FOR YOUR PREMIUM GARMENT AND ACCESSORIES,laundry,MED,7777912291,http://www.guardini.in/,,,"Unit GF-09, Tower B, DLF Cyber Park, 405-B, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5399866341992040367&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gulf Bikestop - Manoj Auto Works,car_repair,MED,8291513159,https://bikestop.india.gulfoilltd.com/gulf-bikestop-manoj-auto-works-two-wheeler-repair-shop-dundahera-gurugram-319598/Home?utm_source=locator&utm_medium=googleplaces,5,2,"Ground Floor, Old Delhi Road, near Hanuman Mandir, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10527080929587386687&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gupta Gypsum Point,hardware_store,MED,9871090496,,4.4,14,"Opposite Metro Pillar No.62, Sikander Chowk, Mehrauli-Gurgaon Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3224846382590039180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gurgaon Women's Clinic,doctor,MED,9871751347,http://www.practo.com/,,,"First Floor, DLF Moulsari Arcade, 104, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7287422874524753700&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gyanendra Sahu,womens_clothing_store,MED,8840715017,,,,"Ram Mehar Apartment, Sikanderpur, DLF Phase 1, Sector 26, Sikanderpur Ghosi, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=53634799902730731&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hamleys- The finest toy shop in the world,toy_store,MED,9619204451,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-amb-gurg-delhi-toy-shop-nathupur-gurugram-300862/Home,4.5,4008,"Unit No F128D, 1st Floor, Ambience Mall, DLF Phase 3, Nathupur, Gurugram, New Delhi, Haryana 110038, India",https://maps.google.com/?cid=18148679915801973067&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Haque Motors,car_repair,MED,9312337745,,,,"Shop No-2 Phase -4 Sec-22A, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11880536954249813263&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hari Auto,auto_parts_store,MED,9213292898,,4.8,6,"Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11095816474819026539&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hariom General Store,general_store,MED,9205847657,,,,"170 Sikandarpur Ghosi, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5608544671438471168&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HARSH CHEM,manufacturer,MED,8595519364,,3.7,3,"OPPOSITE SIEMENS SECTOR 18 RAO BHARAT SINGH COMPLEX, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8415017603879964685&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hashtag Loyalty,consultant,MED,9019083344,http://hloyal.com/,,,"WeWork, Blue One Square, 246, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1533897848841415793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HDFC Securities - Dlf Cyber Park Branch,finance,MED,9240237953,https://www.hdfcsec.com/,1,1,"No 27, Ground Floor Block C, DLF Cyber Park, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6644893435598840672&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Healthians - Corporate Headquarter | Gurgaon,corporate_office,MED,9998880005,https://www.healthians.com/,4.1,14874,"Plot No-518, Phase III, Udyog Vihar III, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5962894189545451318&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hertz,car_rental,MED,9512341234,https://www.hertz.com/rentacar/reservation/,4.5,6,"PLOT 12 SEC 18 MARUTI INDUSTRI, Maruti Udyog, Sector 18, New Delhi, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5498151886079032769&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Hii Style Furniture - Office Chairs, Table, sofa, Storage racks & Almirah for Office or warehouse",furniture_store,MED,9999665133,http://www.hiistylefurniture.com/,1,5,"Cyber Hub, Dlf Cyber City, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16552462455033943147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Housewise - #1 Property Management Company,service,MED,8448440693,https://housewise.in/,4.5,79,"7A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12033176024554410144&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hum Nikle Gaddi Leke – Travel Company | Manali & Himachal Trips,travel_agency,MED,9214202206,https://humniklegaddileke.com/,5,21,"Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13549230650846181055&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"ICA Pidilite - Verma Paints & Hardware | Italian Wood Finish, Luxury Paint Coatings Gurugram",building_materials_store,MED,9910709534,https://stores.icapidilite.com/premium-italian-wood-finishes/dealers-in-gurugram/dealers-in-Sikandarpur/ica-pidilite-verma-paints-hardware-in-Sikandarpur-gurugram--2TpARK/home,5,25,"Ground Floor, Verma Paints & Hardware, Sikanderpur Rd, nearby Metro Pillar No 63, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=11371606738349598251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
iFUR Experience Centre (Luxury Furniture Store),furniture_store,MED,9667066988,https://ifur.in/,4.7,119,"First Floor, 127, Udyog Vihar Phase 4 Rd, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16130071396295356225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"IGP: Flowers, Cakes & Personalized Gifts",gift_shop,MED,8076516167,https://www.igp.com/,5,1,"VPO Nathupur, Khasra Nambar 772, 1 -773, near KL House, DLF Phase 3, Sector 24, Gurugram, Haryana 122022, India",https://maps.google.com/?cid=12798658959357964829&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Impressions Services Private Limited,corporate_office,MED,9717564777,https://www.impressionsgroup.in/,4.1,111,"604, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3618509938255639445&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Indian Overseas Bank,bank,MED,8925951436,https://locate.iob.in/indian-overseas-bank-dlf-qutab-enclave-branch-public-sector-bank-mg-road-gurugram-379013/Home,5,3,"No G/07, Sewa Corporate Park, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18369193989265997462&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Indian Overseas Bank,bank,MED,8925951935,https://locate.iob.in/indian-overseas-bank-nhb-gurgaon-public-sector-bank-sector-18-gurugram-379503/Home,3.3,20,"Plot No 85, Institutional Area, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16087377343856841362&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Indian Wood Furniture,furniture_store,MED,9654954239,,1,1,"Sope No 34 Mahroli Road Near By Sikandra Pur Gorgao Sector 24 122022, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15041210239331300438&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
