name,type,staff_needs,phone,phone_source,contact,source_note,website,rating,reviews,address,maps_url
The Guidant Group,Apartment Society,"cleaner, guard, gardener, property mgr",0124 405 3060,google,,,http://guidantllp.com/,3,1,"A15/10,, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14893847012642364763&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Urban Cabin Cowork: Udyog Vihar, Gurugram - Coworking Space",Apartment Society,"cleaner, guard, gardener, property mgr",080 6906 9498,google,,,https://urbancabincowork.com/lp/urban-cabin/udyog-vihar.php,4.9,12,"Fortune Tower-2, Plot No. 406, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8781699287474393640&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Used office furniture Sk Enterprises old office furniture office chair repairing second hand furniture floor dismantling,Apartment Society,"cleaner, guard, gardener, property mgr",087897 55135,google,,,https://youtube.com/shorts/3Tr6SHYpv5Y?si=G0mHb-6JMVy1nJBO,5,50,"Mehrauli-Gurgaon Rd, Sikanderpur, DLF Phase 1, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=4966705376520568786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AHUJA PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,4.7,3,"Maruti gate, no 1, Old Delhi Gurugram Rd, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13112754697229073948&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anant Plaza PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,2.2,31,"U-50/26, Gali 50, DLF City Phase 3 Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8966462187809632315&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ANVI HOMES - LUXURY ROOMS FOR BOYS GIRLS & CO LIVING,PG / Co-living,"cleaner, cook, warden, guard",,,,,,5,1,"above Bajaj Finance, near Vishal Mega Mart, Udyog Vihar Phase 1, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5054047118419230880&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bless All PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,3,5,"14/30, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2869983110908445641&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Boys PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,4.5,8,"A55-15, Street Number 55, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4817600970081255889&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Girls Only PG U51 - Cyber Residency,PG / Co-living,"cleaner, cook, warden, guard",,,,,,3.4,17,"U 51 - 27/28 , Girls PG, Block H, DLF Phase 3, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15140200682183681031&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gulmohar girls paying guest pg,PG / Co-living,"cleaner, cook, warden, guard",,,,,,2,4,"11, Gulmohar Marg, DLF Phase 2, Sector 25, Gurugram, Sarhol, Haryana 122002, India",https://maps.google.com/?cid=4938770186273047175&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LAKRA PG & 1RK,PG / Co-living,"cleaner, cook, warden, guard",,,,,,2.9,8,"301, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2326304266955218395&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lakshita Girl's PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,,,"K3/54A, DLF Phase 2, Sector 25, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=16905855095871185532&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LIVING STATION PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,,,"Block K, K9/24, Phase I, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17110871849976624183&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nalwa pg,PG / Co-living,"cleaner, cook, warden, guard",,,,,,,,"no. 1, Maruti gate, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13981716630515757089&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Namaste PG Flats,PG / Co-living,"cleaner, cook, warden, guard",,,,,,5,1,"A, 3, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11541436541284746446&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nia Nest - Gurugram,PG / Co-living,"cleaner, cook, warden, guard",,,,,https://www.nia.one/,4,1,"Near Prithvi Residense, Totaram Chowk, Nathupur Rd, T Block, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=814033355898948331&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,https://in.pg.com/,3.7,6,"U14/18, Galli Number 14, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14340273609775667597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,4,6,"302, Major Sushil Aima Marg, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=923273481196539015&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,,,"1049, Sector 22 Rd, Mullahera, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1130072385860665933&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pg Anvi home,PG / Co-living,"cleaner, cook, warden, guard",,,,,,5,4,"Muthoot finance building, near vishal mega mart, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15616077626654129168&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PG for Girls,PG / Co-living,"cleaner, cook, warden, guard",,,,,,3.3,3,"14, N-1, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=36034085770699658&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Raja pg sector 18,PG / Co-living,"cleaner, cook, warden, guard",,,,,,3,6,"11, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5991087613583647787&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RoomSoom PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,http://roomsoom.com/,3.8,4,"MA-80, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6636377904906116421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Safe Living Girls PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,5,2,"814, Mehrauli-Gurgaon Rd, Saraswati Vihar, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8668707104003747090&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shivraj The PG house,PG / Co-living,"cleaner, cook, warden, guard",,,,,,5,23,"Palam Vihar Chowk, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16724440211098171989&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shivraj The PG house,PG / Co-living,"cleaner, cook, warden, guard",,,,,,,,"Palam Vihar Chowk, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8196235429799342014&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shivraj The PG house,PG / Co-living,"cleaner, cook, warden, guard",,,,,,,,"Palam Vihar Chowk, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2839643580704390826&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Silver Inn girls PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,2.8,9,"24, Rd Number 44, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17815256560764104518&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SOHAM Girls PG,PG / Co-living,"cleaner, cook, warden, guard",,,,,,4.3,12,"919, Sector 22 Rd, Sector 22B, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6371691963699014158&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Urban Nest 1RK,PG / Co-living,"cleaner, cook, warden, guard",,,,,https://urbannest1rk.in/,5,1,"H.No.18, Gali, No.33, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6578931563996622700&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
2MR post Gurugram,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,1,"88, Jaipur - Delhi Expy, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15709533013710171979&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AAYUSH RESIDENCE,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"G32F+VFR, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6452636378185240067&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Abhinay shakya,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.3,7,"243, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4058808864552793026&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AF STN RAJOKARI SNCO MESS,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,1,"G464+W45, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=16023531796454945905&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Airmen Mess,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,2,"G37W+6F4, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=9910050865784584956&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anant Plaza,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.2,49,"U-28A/1A, DLF City Phase 3 Rd, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17751470342980694449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ArjunSainiFriendHouse,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,2,"BLOCK-A, A46/9, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4897582972336612035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ashiyana - Your Home away from home ! \n20 mins to New Delhi Airport,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/681107d2a74f8eb5bd25f51e?dest=bpex&cat=Apartment&lat=28.4763&lng=77.09413&language=en,,,"Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11524650121396262281&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Athulayam,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.9,80,"U-27/938, DLF City Phase 3 Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14062307534484938457&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Atri's,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3,2,"F4X4+3PP, V-19, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=1751918103297329163&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BedChambers Aparthotels - DLF Cyber City - Executive Suite,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/5f736449e24da41bb0df39f4/675392808?dest=bkng&cat=House&lat=28.50099&lng=77.09869&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=3418896647573622276&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BedChambers Aparthotels - DLF Cyber City - One-Bedroom Apartment with Balcony,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/5f736449e24da41bb0df39f4?dest=bkng&cat=House&lat=28.50099&lng=77.09869&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=17396826466603515957&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BedChambers Aparthotels - DLF Cyber City - One-Bedroom Apartment with Balcony,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/694971430c60a53fb7d134a8?dest=nuit&cat=Apartment&lat=28.50099&lng=77.09869&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13173853403669228532&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"BedChambers Serviced Apartment, MG ROAD",Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16695208971434176671&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bibhash Yadav,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Place No 3, Maruti Join Venture Complex, Jaipur - Delhi Expy, Phase IV, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3812784671039246997&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"BluO Studio4 DLF CyberCity - Balcony, Gym TT, Lift",Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=1107769325817347047&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"BnBBuddy- Pratishtha 1 @2bhk, DLF Phase 1 Gurugram - Two-Bedroom Apartment",Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=973991851865219848&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BS2 Farmhouse,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.2,16,"D Block, D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=16081981616282336085&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Castle Bay,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3,13,"-12, 29, M-12, Rd Number 6, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1245994597876921135&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Classic With Twin Bedtownhouse T Block,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.us.despegar.com/hotels/h-7075541,,,"T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17029163678417599562&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CMC residancy - Double Room with Private Bathroom,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/61ef0ab3113b0ba9fb949457?dest=bkng&cat=House&lat=28.48404&lng=77.10702&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=14870241122834322142&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CMC residancy - Single Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/61ef0ab3113b0ba9fb949457/704368103?dest=bkng&cat=House&lat=28.48404&lng=77.10702&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11138594617631879832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CMC residancy - Triple Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/61ef0ab3113b0ba9fb949457/704368102?dest=bkng&cat=House&lat=28.48404&lng=77.10702&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6930288367956809258&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cyber Vista,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/68116389a74f8eb5bd2b3c61?dest=bpex&cat=House&lat=28.49148&lng=77.08864&language=en,,,"DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15868537574431115351&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Deja Vu - Pura Stays - Family Double Room, 2 Bedrooms, Patio, Lake View",Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6124212970877416531&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dlf,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.dlf.in/,4,13,"CAMRIA 69, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=323092696693327768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DLF Parking,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"630, P-3, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12605766273626352362&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dugal Room,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.6,95,"S50/33, Gali Number 49, S Block, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=862022438793095615&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Enkay Residency V Block-Cyber City,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=7314575215985086246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Exit Gate,Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.4,7,"G34W+R96, Rajokri Village, Rajokri, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17875511606288744796&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FabHotel New Journey Hospitality,Lodging / PG,"cleaner, cook, warden, guard",,,,,http://www.newjourney.co.in/,4.9,296,"NEW JOURNEY HOSPITALITY, 11, J-5, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8000894909899378038&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GoBravo Luxe Kapashera New Delhi,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.us.despegar.com/hotels/h-7077058,,,"D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=5107843870493409486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GoBravo Luxe Kapashera New Delhi,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=16194840209015254959&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Gulmohar Residency, 301, sector 22, gurgaon",Lodging / PG,"cleaner, cook, warden, guard",,,,,,4.7,21,"301, Sector 22 Rd, Sector 22B, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7223320641268676514&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gurugram,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Travellers inn, siris inn sec 45, 1821P, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13967768455801660585&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hari Singh Matharu,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,2,"FF-02, 21, H-35 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4309501368406385064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Heaven Homes,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,15,"AP-337, near Anand Farm (South Block), Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1847088002298894915&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Home,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"F3W9+9QJ, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=888306002470934157&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Ashvins Palace - Double Room with Balcony,Lodging / PG,"cleaner, cook, warden, guard",,,,,https://www.bluepillow.com/search/6486154a7f7e24c1922eb4cc?dest=bkng&cat=House&lat=28.49155&lng=77.10455&language=en,,,"T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12196833962206519174&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Mosca Residencey,Lodging / PG,"cleaner, cook, warden, guard",,,,,,5,2,"E 2, 1 phase, 1, DLF Phase 3, Sector 26, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=14846303318963048522&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Pink Palace,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"Plot no 185, Udyog Vihar Phase 1, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=853420792944216144&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel QiK Stay at Aadhar,Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.8,8,"F3JR+JV2, Bougainvilla Marg, Heritage City, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7063808919977714934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Hotels Nyra, Sector 22",Lodging / PG,"cleaner, cook, warden, guard",,,,,,3.7,232,"298, Sector 22A Rd, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7161271484928024559&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Indar Kumar Yadav,Lodging / PG,"cleaner, cook, warden, guard",,,,,,,,"F3JQ+HHV, J-11, Heritage City, Sector 25, Sarhol, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10386395155809470873&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
