name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Kanchan General Store,general_store,MED,088260 34621,,,,"Shope No, 45, Sikanderpur, Gaav, Sector 26, Sikandarpur Ghosi, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12574071315406428422&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kasim Udin Tea Point,tea_store,MED,087008 68794,,,,"Shop No ,523 Sikendarpur Market , Numbardar Market, Near, Shiv Mandir Marg, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5884420074428707075&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kazin Dmc private limited,tour_agency,MED,0124 420 0130,https://kazindmc.com/,5,6,"A10, 3, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5760899860289426892&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KC CAR WASH AND WAX,car_wash,MED,096254 07805,,4.8,13,"Gate No. 4, Pillar No. B1/066, Ambience Mall, NH-8, near Ambience Mall, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana, 122052, India",https://maps.google.com/?cid=9520661376448298370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kendriya vidyalaya AFS RAJOKRI,school,MED,011 2412 5341,https://rajokariafs.kvs.ac.in/,,,"1522, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=10765993489821413210&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KGMC India,accounting,MED,099104 98077,https://www.kgmcindia.com/,4.4,22,"Plot No. 112, 2nd Floor, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13332205113387703477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Khadi Essentials,store,MED,097007 00040,http://khadiessentials.com/,3.9,40,"KWC HOME LLP, 49, Phase IV, Udyog Vihar, Sector 18, Gurugram, Shahpur, Haryana 122015, India",https://maps.google.com/?cid=15292288199872096299&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Khandelwal Steels - Tmt bars (Sariya) Dealer in Gurgram |Tmt bars Supplier In Gurugram,building_materials_store,MED,098100 09281,https://www.instagram.com/khandelwal.steels,4.3,19,"Khasra No. 118/1, Metro Station, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2982240108612002162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Khushi Garments,",clothing_store,MED,099110 65194,,4,2,"Shop 141, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6884040167712096256&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Khushi Printers,manufacturer,MED,099112 34391,,,,"Plot No. 131, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12097770712047585487&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Kia Car Showroom - Frontier Kia, Phase 1, DLF",car_dealer,MED,080 4588 8759,https://kiaindia-dealers.com/kia-car-showroom-frontier-kia-phase-1-dlf-frontier-kia-car-dealer-phase-1-dlf-gurugram-344922/Home?utm_source=locator&utm_medium=googleplaces,4.8,596,"A14/14, Golf Course Rd, opposite Dt Mega Mall, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3785418487646337775&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kid's World Pre School,preschool,MED,087003 62746,,5,1,"Lane 5, Ram Chowk Rd, Udyog Vihar, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1962224807865768216&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"KLAY Sector 22, Gurgaon - Preschools and Daycare",preschool,MED,076767 08888,https://klay.co.in/foundational-development-program/gurgaon/sector-22/?utm_source=GMB&utm_medium=gmb_organic_gurgaon&utm_campaign=gurgaon-sector-22,4.7,100,"IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13695548349406178181&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Klay world,building_materials_store,MED,098714 00020,http://www.klayworld.com/,3.7,23,"4, Sewa Corporate Suites, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7557624028754197621&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kobelco Welding India Private Limited,corporate_office,MED,0124 401 0063,http://www.kobelcowelding.in/,4.7,6,"Seva Corporate Park Unit No. 205, 2nd Floor, Corporate Suites,Mg Road, Mehrauli Gurgaon Service Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3935488546329856979&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kokuyo India,manufacturer,MED,088003 92662,https://kokuyo-india.com/,4.5,8,"6th Floor, Global Gateway Towers, A, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4934076508506871092&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KOSE Corporation India Pvt. Ltd.,corporate_office,MED,0124 478 0888,http://www.koseindia.com/,4,8,"3rd Floor, MGF Metropolis Mall, 318 & 319, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=18166835880112995006&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kotak Mahindra Bank,bank,MED,1800 4100,https://www.kotak.bank.in/en/reach-us.html?utm_source=google&utm_medium=gmb,2.8,122,"Unit No. 8&9, “Sewa Corporate Park”, MG road, Revenue State Of, Tehsil, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6164758965595230207&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kotak Mahindra Bank ATM,atm,MED,1800 4100,https://www.kotak.bank.in/en/reach-us.html?utm_source=google&utm_medium=gmb,,,"Jmd Regent Square, Mehrauli-Gurgaon Rd, opposite Bristol Hotel, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13594796922596716111&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kotak Mahindra Bank ATM,atm,MED,1800 4100,https://www.kotak.bank.in/en/reach-us.html?utm_source=google&utm_medium=gmb,4,4,"Sco 91, Urban Estate, Sector -22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7389441059572258581&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kotak Mahindra Bank ATM,atm,MED,1800 4100,https://www.kotak.bank.in/en/reach-us.html?utm_source=google&utm_medium=gmb,,,"Ground Floor, Unit No- GF- 08 Dlf Cyber Park, Tower B, National Highway 8, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=4966316752379736198&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Krishna Labels Pvt Ltd,manufacturer,MED,0124 234 0124,http://www.blackberrys.com/,4.2,185,"162, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7530302429740170060&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kshm,corporate_office,MED,078272 70004,https://shopkshm.com/,4.8,146,"Plot No- 334, Udyog Vihar Phase 4 Rd, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17672549040868505372&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KUKA India Private Limited,corporate_office,MED,0124 474 8300,http://www.kuka.com/,4.7,26,"Plot-222, 1st Floor, PDS Tower, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8212005254158038705&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kumkum Jewellers,jewelry_store,MED,095556 44440,,3.9,36,"776, नया मोहल्ला मार्ग, near Kapil Dairy, Balveer Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1527551822747608204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kunskapsskolan,school,MED,0124 441 9999,https://www.ked.edu.in/,5,1,"Site No. 1122, behind Dt Mega Mall, Block A, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1310177123979016196&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kutub Estate,real_estate_agency,MED,0124 235 9565,http://www.kutubestate.com/,4.8,68,"41, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3511033006487276974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kuvings India,home_goods_store,MED,1800 102 2239,,1.3,23,"CoWrks India Pvt. Ltd, Gurgaon Central, RMZ Infinity, Phase IV, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8605663243421049365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lakeforest Wines,liquor_store,MED,093952 05451,https://website-6160677347278884058213-winestore.business.site/?utm_source=gmb&utm_medium=referral,5,10,"6A, Sub. Major Laxmi Chand Rd, Sector 37, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=937292867643947595&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lakshmi Enterprises,manufacturer,MED,098999 60222,,,,"114, Central Arcade, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3139462170249037255&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Land & Leasing Consultants,real_estate_agency,MED,098735 67608,,,,"A-14/27, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14274871109399579828&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lawrence Travels x Royal Indian Trains,travel_agency,MED,098101 45718,http://www.royalindiantrains.com/,4.9,9,"3rd Floor, 50, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=12396353987031194619&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LEENA Kinder Garten Play school Rajokri,preschool,MED,088602 66550,,,,"Deepchand pradhan mohalla, opposite 65, Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=9169724618585465789&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Levi's Exclusive Store,clothing_store,MED,011 4087 0039,https://stores.levi.in/levi-s-exclusive-store-clothing-shop-vasant-kunj-new-delhi-329433/Home?utm_source=locator&utm_medium=googleplaces,,,"1st Floor, Ambience Mall, SN F/117 & 120, DLF Phase 3, Vasant Kunj, New Delhi, Gurugram, Delhi 110070, India",https://maps.google.com/?cid=16702073182883986933&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Life Pharmacy,pharmacy,MED,080590 05515,,5,6,"Shop No 107&121, stop & shop complex, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13779790319711855101&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LIGHT STUDIO,home_improvement_store,MED,098187 56496,,4.8,9,"First Floor, Mehrauli-Gurgaon Rd, opp. Metro Pillar No.62, above Gupta Gypsum Point, Sikanderpur Market, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=280839778059667787&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Limited Edt,shoe_store,MED,099901 15399,https://limitededt.in/,4.9,663,"Ambiance Mall, G-017, near DLF Phase 3, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11941108690179328911&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Linde India limited,corporate_office,MED,0124 652 1984,http://www.linde.com/,5,3,"18, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=2460987106980785662&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Lino Perros, FLXY DLF Cyberhub",clothing_store,MED,084460 51276,https://www.flxy.in/,,,"FLXY store, Cyber City, 10, DLF Tower 8th Rd, near modern bazaar, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14409136164623386492&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Little Millennium Preschool - DLF Phase 2, Gurugram",preschool,MED,080 6287 8342,https://preschool.littlemillennium.com/little-millennium/preschool-in-gurugram/preschool-in-dlf-phase-/little-millennium-preschool-in-dlf-phase-2-gurugram--2rqUkZ/home,,,"L-28/11, nearby Hotel Orchid Park, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8633638149746491657&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Livpure,,MED,1800 419 9399,https://livpure.com/,4.2,3098,"221, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2809055805005702177&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Livpure Head Office,corporate_office,MED,0124 498 7400,https://livpure.com/,1.9,108,"221, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8081517660547163540&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LockTheDeal,,MED,099000 53142,https://www.lockthedeal.com/,3.9,36,"Plot No. - 221, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17481290028270960295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LOGICUFF Experience Center,clothing_store,MED,097161 27429,,4.5,30,"1293, Maruti Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15708484635610695592&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LUFT Robotics & Controls Pvt. Ltd,corporate_office,MED,095030 16243,,,,"Plot. No. 13C, Phase 5, Udyog Vihar, Dist, Phase V, Udyog Vihar, Sector 19, Delhi, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14480267472518126546&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
LUSH & BEYOND,home_goods_store,MED,098105 49299,http://www.lushandbeyond.com/,4.5,26,"C3/19, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15015258435994744251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Luster Automotive,store,MED,0124 436 6874,,4.5,15,"Plot No. 380, Plot No, 381, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3305544937284016371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Luxe Loft.,clothing_store,MED,085100 04071,,5,13,"Basement, 493, Phase III, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12730000736936981142&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
M Tech Creation,store,MED,083686 92452,,3.7,3,"Plot No 860, Road, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15623927203059796684&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
M3M,corporate_office,MED,093505 51265,,4,2,"A55-14, Street Number 55, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10110958937192935235&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MAA AMBEY STATIONARY & Gift corner,store,MED,082105 03338,,5,3,"H.no 227, banke bihari complex, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1178136377473101093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maa Durga Store,general_store,MED,093153 72070,,5,2,"H. No, 370, near Mother Dairy, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12268215897838442792&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Madhu Sanitary House,book_store,MED,098111 08378,,5,5,"1, 63, Sikanderpur Rd, opp. Metro Pillar No, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1919914838989752743&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mafatlal Industries limited,store,MED,084848 49378,,4.6,5,"2nd Floor, Plot, no 225, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14119072966804054392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Magre, FLXY DLF Cyberhub",clothing_store,MED,084460 51276,https://www.flxy.in/,,,"Ground floor, near Modern Bazar, DLF Cyber City, Building, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1266543824821196188&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mahadev General Store,general_store,MED,095302 20098,,,,"Shop No 1, Bank Bali Gali, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12854112052609453528&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mahalaxmi Jewellers,jewelry_store,MED,098710 49926,,,,"Kapashera Road, G37G+GHM, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11072218234177443932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Maharajas,corporate_office,MED,0124 460 0300,http://maharajas-express-india.org/,,,"House, H, Caper, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10061610718800260109&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mahesh Enterprises,shoe_store,MED,088102 57516,,5,4,"Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4235529641202385277&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mahindra First Choice Wheels Ltd.,corporate_office,MED,099305 65555,https://www.mahindrafirstchoice.com/contact-us,3,2,"Phase IV, Udyog Vihar, Sector 18, Nimai Towers 412, 6th Floor, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14850158235902781357&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Malik Drycleaner,laundry,MED,075009 05851,,5,2,"Block K, 264, DLF Phase 2, Sector 25, Gurugram, Sarhol, Haryana 122002, India",https://maps.google.com/?cid=17129991484000389602&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mamta Furniture,furniture_store,MED,098104 53721,https://mamtafurniture.com/,2.6,5,"Shri Ram Market, Mehrauli-Gurgaon Rd, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=83548737136719883&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Manak Shoe Company Private Limited,shoe_store,MED,0124 234 0723,,4,4,"244, Phase-i, Udyog Vihar, Udyog Vihar, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16537527662387109424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Marks & Spencer,clothing_store,MED,093195 92589,http://www.marksandspencer.in/,3.8,95,"Cyber Hub, Gurgaon Unit No.8A/GF/4, Building No.8, Tower A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6551882302166626340&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mayank Chawla,tailor,MED,099997 08624,http://www.mayankchawla.co.in/,3.2,27,"Golf Course Rd, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11368754147938322590&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mechenex,chauffeur_service,MED,098215 99910,,,,"A-14/14 DLF City Ph-1, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=16969676167292726584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Med Town Medicos,pharmacy,MED,099994 49779,,3,1,"666, near Mother Dairy, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11322577511313721218&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medicon Group,corporate_office,MED,011 4503 8610,https://medicongroupindia.com/,4.6,11,"2nd Floor, 270, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4389165792591315598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Medview Diagnostics,medical_clinic,MED,072177 68678,http://www.medviewdiagnostics.in/,4.9,215,"153, Akashneem Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11683200384166940036&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mehendiratta Deepak,corporate_office,MED,098110 40115,,5,1,"Home V-11/43 Galli No 11, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5668442975420953448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Mercedes-Benz, Global Star, Gurugram Showroom & Service",car_dealer,MED,099713 00600,https://mercedes-benz-india-locator.com/global-star-haryana/mercedes-benz-global-star-gurugram-showroom-service-mercedes-benz-dealer-sector-20-udyoga-vihar-gurugram-559006/Home?utm_source=locator&utm_medium=googleplaces,5,58,"88, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5634254620531048060&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Metalman Auto Limited (Corporate Office),corporate_office,MED,0240 665 2444,http://www.metalmanauto.com/,4.2,66,"1st Floor, JMK Tower, 44/5, NH8, D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=3455887889100301670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MG Motor Cargo Motors Service Center,car_repair,MED,092894 38920,https://dealers.mgmotor.co.in/gurugram/mg-motor-india-car-dealer-service-center-in-gurgaon-gurugram,3.9,105,"Plot No. GP 31, near SBI Bank and ICICI Bank, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14045334540550187111&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
